world_rank,institution,country,national_rank,quality_of_education,alumni_employment,quality_of_faculty,publications,influence,citations,broad_impact,patents,score,year
839,University of Miyazaki,Japan,0.2675,0.7896,1.0,1.0,0.952,0.698,0.7941,0.8258,0.4506,0.003,2015
840,University of Electro-Communications,Japan,0.2719,0.4372,1.0,1.0,0.8569,0.8404,0.7941,0.9059,0.3805,0.003,2015
841,University of Valladolid,Spain,0.1316,1.0,0.8004,1.0,0.6907,0.896,1.0,0.8498,0.4667,0.003,2015
842,Bilkent University,Turkey,0.0307,1.0,0.8375,1.0,0.7808,0.796,1.0,0.7958,1.0,0.003,2015
843,Dublin City University,Ireland,0.0219,1.0,1.0,1.0,0.8028,0.9414,0.6289,0.8498,0.3977,0.003,2015
844,University of South Alabama,USA,0.9561,1.0,1.0,1.0,0.979,0.7909,1.0,0.7958,0.5322,0.003,2015
845,Sofia University,Bulgaria,0.0,0.6913,1.0,1.0,0.8138,0.8889,0.7941,0.7958,1.0,0.003,2015
846,Ocean University of China,China,0.2193,1.0,1.0,1.0,0.6476,0.7414,1.0,0.8088,0.6207,0.003,2015
847,King Fahd University of Petroleum and Minerals,Saudi Arabia,0.0088,1.0,0.4117,1.0,0.9339,0.9586,1.0,0.984,1.0,0.003,2015
848,University of Veterinary Medicine Vienna,Austria,0.0482,1.0,1.0,0.8433,0.8719,0.6929,0.6289,0.8088,0.7506,0.003,2015
849,University of Alcalá,Spain,0.136,1.0,1.0,1.0,0.7457,0.6626,1.0,0.7958,0.6977,0.0029,2015
850,Hunter College,USA,0.9605,0.7104,0.7721,1.0,0.8218,0.6152,1.0,0.8258,0.9241,0.0029,2015
851,"All India Institute of Medical Sciences, New Delhi",India,0.0526,1.0,1.0,1.0,0.8869,0.8939,0.7941,0.7808,0.9632,0.0029,2015
852,Gazi University,Turkey,0.0351,1.0,0.8251,1.0,0.7497,0.9505,0.7941,0.8088,1.0,0.0029,2015
853,"National University of Ireland, Maynooth",Ireland,0.0263,0.6639,1.0,1.0,0.992,0.7162,1.0,0.8088,0.6437,0.0029,2015
854,Tehran University of Medical Sciences,Iran,0.0088,1.0,1.0,1.0,0.7708,0.9071,1.0,0.7958,1.0,0.0029,2015
855,University of the Ryukyus,Japan,0.2763,1.0,1.0,1.0,0.9219,0.6687,0.7941,0.7958,0.7092,0.0029,2015
856,Florida Atlantic University,USA,0.9649,1.0,1.0,1.0,0.8549,0.7475,1.0,0.7958,0.8195,0.0027,2015
857,University of Siegen,Germany,0.2281,1.0,0.9382,1.0,0.8699,0.7384,0.5265,0.8088,0.8828,0.0027,2015
858,Huazhong Agricultural University,China,0.2237,1.0,1.0,1.0,0.6507,0.5394,0.7941,0.8368,0.5667,0.0027,2015
859,University of Angers,France,0.1798,1.0,1.0,1.0,0.8398,0.8081,1.0,0.8088,0.631,0.0027,2015
860,University of Seoul,South Korea,0.1272,1.0,1.0,1.0,0.989,0.9152,0.7941,0.9209,0.2966,0.0027,2015
861,Brock University,Canada,0.1184,1.0,1.0,1.0,0.8769,0.7333,0.6289,0.8088,0.7322,0.0027,2015
862,Fukuoka University,Japan,0.2807,1.0,1.0,1.0,0.971,0.8838,1.0,0.8368,0.477,0.0027,2015
863,Hamamatsu University School of Medicine,Japan,0.2851,1.0,1.0,1.0,0.99,0.9253,0.7941,0.8258,0.5391,0.0027,2015
864,Nanjing Normal University,China,0.2281,1.0,0.8039,1.0,0.7287,0.7152,0.5265,0.8498,0.8517,0.0027,2015
865,National Chung Cheng University,Taiwan,0.0526,1.0,1.0,1.0,0.7958,1.0,0.7941,0.8088,1.0,0.0027,2015
866,Nanjing Agricultural University,China,0.2325,1.0,1.0,1.0,0.6166,0.7323,1.0,0.8368,0.6897,0.0025,2015
867,University of the Republic (Uruguay),Uruguay,0.2851,1.0,1.0,1.0,0.8138,0.6747,1.0,0.8088,1.0,0.0025,2015
868,Sejong University,South Korea,0.1316,1.0,1.0,1.0,0.7878,0.8525,1.0,0.8368,0.5345,0.0025,2015
869,Makerere University,Uganda,0.0,1.0,1.0,1.0,0.8819,0.6616,0.7941,0.8088,1.0,0.0025,2015
870,University of New Brunswick,Canada,0.1228,1.0,0.6237,1.0,0.7768,0.8091,1.0,0.8859,0.6782,0.0025,2015
871,Northeastern University (China),China,0.2368,1.0,0.5548,1.0,0.7588,0.9828,1.0,0.9059,0.8011,0.0025,2015
872,University of Extremadura,Spain,0.1404,1.0,1.0,1.0,0.7658,0.9667,1.0,0.8258,0.723,0.0025,2015
873,RMIT University,Australia,0.1053,1.0,0.9894,1.0,0.6897,0.9374,1.0,0.8368,0.6713,0.0025,2015
874,"Royal Veterinary College, University of London",United Kingdom,0.2719,0.6694,1.0,1.0,0.8959,0.5545,0.6289,0.8368,0.8563,0.0025,2015
875,Chung Yuan Christian University,Taiwan,0.057,0.6776,0.5636,1.0,0.7788,0.9707,1.0,0.9209,1.0,0.0025,2015
876,University of Osnabrück,Germany,0.2325,1.0,1.0,1.0,0.8438,0.6596,0.6289,0.8258,1.0,0.0023,2015
877,Northwest University (China),China,0.2412,1.0,1.0,1.0,0.9039,0.8556,0.4525,0.8368,1.0,0.0023,2015
878,Chosun University,South Korea,0.136,1.0,1.0,1.0,0.9419,0.9929,1.0,0.991,0.2391,0.0023,2015
879,University of Orléans,France,0.1842,1.0,0.924,1.0,0.7538,0.499,0.7941,0.8368,0.9632,0.0023,2015
880,Jean Monnet University,France,0.1886,1.0,1.0,1.0,0.6256,0.4899,1.0,0.8498,0.8149,0.0023,2015
881,École centrale de Lyon,France,0.193,1.0,0.4488,1.0,0.8559,0.8485,1.0,0.991,0.654,0.0023,2015
882,University of Western Sydney,Australia,0.1096,1.0,1.0,1.0,0.6507,0.5556,0.7941,0.8498,0.7425,0.0023,2015
883,Hefei University of Technology,China,0.2456,1.0,0.5318,1.0,0.9139,0.9828,1.0,0.9319,1.0,0.0023,2015
884,University of Massachusetts Lowell,USA,0.9693,1.0,0.9311,1.0,0.9359,0.9515,0.3946,0.9459,0.3483,0.0023,2015
885,Manchester Metropolitan University,United Kingdom,0.2763,1.0,0.8074,1.0,0.9409,0.6828,1.0,0.8498,0.8276,0.0021,2015
886,Nanjing Medical University,China,0.25,1.0,1.0,1.0,0.5816,0.702,1.0,0.8669,0.8736,0.0021,2015
887,Kyoto Institute of Technology,Japan,0.2895,1.0,1.0,1.0,0.982,0.8758,1.0,0.9209,0.3287,0.0021,2015
888,Shanghai Normal University,China,0.2544,1.0,0.8163,1.0,0.9189,0.9586,1.0,0.8498,1.0,0.0021,2015
889,Southwest University,China,0.2588,0.7295,1.0,1.0,0.6947,0.9051,0.7941,0.8669,0.7678,0.0021,2015
890,Adam Mickiewicz University in Poznań,Poland,0.0175,0.4071,1.0,1.0,0.6747,0.7818,1.0,0.9319,0.754,0.0021,2015
891,University of Calcutta,India,0.057,0.3798,0.6095,0.9585,0.964,0.9081,0.7941,0.994,0.4862,0.0021,2015
892,University of Pécs,Hungary,0.0219,1.0,1.0,1.0,0.962,0.8192,1.0,0.8498,0.5747,0.0021,2015
893,"Queens College, City University of New York",USA,0.9737,0.8798,0.659,1.0,0.977,0.696,1.0,0.8859,0.8368,0.0021,2015
894,University of Lleida,Spain,0.1447,1.0,1.0,1.0,0.8829,0.8576,1.0,0.8368,0.9287,0.0021,2015
895,Nanjing University of Aeronautics and Astronautics,China,0.2632,1.0,0.8569,1.0,0.7087,0.9828,1.0,0.8669,0.9793,0.0021,2015
896,University of Western Brittany,France,0.1974,1.0,1.0,1.0,0.8398,0.6212,1.0,0.8498,0.6874,0.002,2015
897,University of North Carolina at Greensboro,USA,0.9781,1.0,1.0,1.0,0.8989,0.8323,0.7941,0.8498,0.6598,0.002,2015
898,Pukyong National University,South Korea,0.1404,1.0,1.0,1.0,0.9059,0.9707,1.0,0.8959,0.408,0.002,2015
899,Fourth Military Medical University,China,0.2675,1.0,1.0,1.0,0.6086,0.7222,0.7941,0.8799,0.7943,0.002,2015
900,University of Fukui,Japan,0.2939,1.0,1.0,1.0,0.9499,0.804,1.0,0.8498,0.7,0.002,2015
901,University of Southern Mississippi,USA,0.9825,1.0,1.0,1.0,0.9129,0.8606,1.0,0.8498,0.7759,0.002,2015
902,University of Mannheim,Germany,0.2368,1.0,0.9134,1.0,0.9159,0.9111,0.5265,0.8669,1.0,0.002,2015
903,Shimane University,Japan,0.2982,1.0,1.0,1.0,0.956,0.7232,0.7941,0.8498,0.7977,0.002,2015
904,China University of Geosciences (Wuhan),China,0.2719,1.0,0.9841,1.0,0.9279,0.6444,0.5265,0.8669,0.8632,0.002,2015
905,University of Thessaly,Greece,0.0263,1.0,1.0,1.0,0.8749,0.9929,1.0,0.8498,1.0,0.002,2015
906,Oakland University,USA,0.9868,1.0,1.0,1.0,0.8879,0.8172,1.0,0.8498,1.0,0.002,2015
907,Wilfrid Laurier University,Canada,0.1272,1.0,0.5247,1.0,0.952,0.9293,1.0,0.969,1.0,0.002,2015
908,Teikyo University,Japan,0.3026,1.0,1.0,1.0,0.966,0.7737,1.0,0.8498,0.9218,0.0018,2015
909,Saitama University,Japan,0.307,1.0,0.6148,1.0,0.959,0.6141,0.6289,0.9319,0.6253,0.0018,2015
910,Trent University,Canada,0.1316,1.0,0.8975,1.0,0.9229,0.7838,0.6289,0.8669,0.8977,0.0018,2015
911,Nicolaus Copernicus University in Toruń,Poland,0.0219,1.0,1.0,1.0,0.8729,0.8283,0.6289,0.8669,0.8011,0.0018,2015
912,Tarbiat Modares University,Iran,0.0132,1.0,1.0,1.0,0.7688,1.0,1.0,0.8669,1.0,0.0018,2015
913,University of North Dakota,USA,0.9912,1.0,1.0,1.0,0.9169,0.7374,1.0,0.8669,0.6954,0.0018,2015
914,Isfahan University of Technology,Iran,0.0175,1.0,1.0,1.0,0.6817,0.9313,0.7941,0.8799,1.0,0.0018,2015
915,Fluminense Federal University,Brazil,0.0351,1.0,0.5512,1.0,0.8018,0.9,0.7941,0.958,1.0,0.0018,2015
916,National Taiwan University of Science and Technology,Taiwan,0.0614,1.0,1.0,1.0,0.5976,1.0,1.0,0.8859,0.9448,0.0018,2015
917,University of Lethbridge,Canada,0.136,1.0,1.0,1.0,0.957,0.7242,0.6289,0.8669,0.9793,0.0018,2015
918,Federal University of Santa Catarina,Brazil,0.0395,1.0,1.0,1.0,0.6056,0.9495,1.0,0.8859,0.8759,0.0018,2015
919,University of Camerino,Italy,0.1974,1.0,1.0,1.0,0.9029,0.8333,1.0,0.8669,0.831,0.0018,2015
920,University of Brasília,Brazil,0.0439,1.0,0.6466,1.0,0.8068,0.6939,1.0,0.9209,1.0,0.0018,2015
921,University of Wrocław,Poland,0.0263,0.9672,1.0,1.0,0.7357,0.8495,0.7941,0.8799,1.0,0.0018,2015
922,University of Basilicata,Italy,0.2018,1.0,1.0,1.0,0.9399,0.9081,0.7941,0.8669,1.0,0.0018,2015
923,Jadavpur University,India,0.0614,1.0,0.9081,1.0,0.8488,1.0,0.5265,0.8859,0.8437,0.0016,2015
924,South China Normal University,China,0.2763,1.0,0.7968,1.0,0.6737,0.9202,0.7941,0.9059,0.854,0.0016,2015
925,University of Hyderabad,India,0.0658,1.0,1.0,1.0,0.8789,0.9182,1.0,0.8799,1.0,0.0016,2015
926,Ritsumeikan University,Japan,0.3114,1.0,0.5724,1.0,0.9059,0.8899,0.6289,0.984,0.4931,0.0014,2015
927,Carlos III University of Madrid,Spain,0.1491,1.0,1.0,1.0,0.6426,0.9667,1.0,0.9459,0.4391,0.0014,2015
928,University of Cyprus,Cyprus,0.0,1.0,1.0,1.0,0.8198,0.904,0.7941,0.8859,0.9368,0.0014,2015
929,University of Texas at El Paso,USA,0.9956,1.0,0.7792,1.0,0.9099,0.8455,1.0,0.9059,0.8103,0.0014,2015
930,University of Cádiz,Spain,0.1535,1.0,1.0,1.0,0.8498,0.8232,1.0,0.969,0.3563,0.0014,2015
931,Shahid Beheshti University of Medical Sciences,Iran,0.0219,1.0,1.0,1.0,0.8328,0.9283,1.0,0.8859,1.0,0.0014,2015
932,National Taiwan Normal University,Taiwan,0.0658,1.0,0.8428,1.0,0.7307,0.9475,0.7941,0.9059,1.0,0.0014,2015
933,National University of Córdoba,Argentina,0.0088,1.0,1.0,1.0,0.7167,0.803,0.7941,0.8959,1.0,0.0014,2015
934,Federal University of Paraná,Brazil,0.0482,1.0,0.8763,1.0,0.6967,0.8071,1.0,0.9059,0.8862,0.0014,2015
935,University of Jaén,Spain,0.1579,1.0,1.0,1.0,0.9199,0.8788,0.7941,0.8959,0.646,0.0013,2015
936,"University of California, Merced",USA,1.0,1.0,1.0,1.0,0.8989,0.5444,1.0,0.9059,0.5632,0.0013,2015
937,University of Waikato,New Zealand,0.0219,1.0,0.8357,1.0,0.9449,0.8778,0.6289,0.9059,0.8069,0.0013,2015
938,University of Central Lancashire,United Kingdom,0.2807,1.0,0.871,1.0,0.9459,0.6081,0.6289,0.9059,0.8598,0.0013,2015
939,Federal University of Pernambuco,Brazil,0.0526,1.0,0.9735,1.0,0.7487,0.8919,1.0,0.9459,0.4782,0.0013,2015
940,University of Almería,Spain,0.1623,1.0,1.0,1.0,0.967,0.9828,1.0,0.8959,0.7816,0.0013,2015
941,Federal University of São Carlos,Brazil,0.057,1.0,1.0,1.0,0.7217,0.9566,1.0,0.9059,0.8885,0.0013,2015
942,Charles Darwin University,Australia,0.114,1.0,1.0,1.0,0.9309,0.7485,0.7941,0.8959,1.0,0.0013,2015
943,Yangzhou University,China,0.2807,1.0,1.0,1.0,0.8909,0.8808,1.0,0.8959,1.0,0.0013,2015
944,Wrocław University of Technology,Poland,0.0307,1.0,0.7208,1.0,0.7978,0.9556,0.7941,0.9459,0.9885,0.0013,2015
945,Hirosaki University,Japan,0.3158,1.0,0.8905,1.0,0.951,0.8515,0.6289,0.9059,0.7954,0.0011,2015
946,National Taiwan Ocean University,Taiwan,0.0702,1.0,0.7279,1.0,0.7898,0.9485,1.0,0.9459,1.0,0.0011,2015
947,Jiangsu University,China,0.2851,1.0,0.9806,1.0,0.8078,0.9778,1.0,0.981,0.3701,0.0011,2015
948,Northwestern Polytechnical University,China,0.2895,1.0,0.6184,1.0,0.5656,0.9707,1.0,0.989,1.0,0.0011,2015
949,Xiangtan University,China,0.2939,1.0,0.6767,1.0,0.8619,0.9434,1.0,0.958,0.8931,0.0011,2015
950,United Arab Emirates University,United Arab Emirates,0.0,1.0,0.9187,1.0,0.994,0.8586,1.0,0.9059,0.7908,0.0011,2015
951,Gachon University,South Korea,0.1447,1.0,1.0,1.0,0.9179,0.8879,1.0,0.9319,0.5172,0.0011,2015
952,Hallym University,South Korea,0.1491,1.0,1.0,1.0,0.8839,0.9162,1.0,0.9209,0.6483,0.0011,2015
953,Harbin Engineering University,China,0.2982,1.0,1.0,1.0,0.97,1.0,0.7941,0.9059,0.9632,0.0009,2015
954,Dokuz Eylül University,Turkey,0.0395,1.0,1.0,1.0,0.9309,0.9657,1.0,0.9059,1.0,0.0009,2015
955,Jinan University,China,0.3026,1.0,0.5919,1.0,0.7928,0.9051,1.0,0.984,0.7897,0.0009,2015
956,Shiraz University,Iran,0.0263,1.0,1.0,1.0,0.8649,0.9707,0.7941,0.9209,1.0,0.0009,2015
957,Third Military Medical University,China,0.307,1.0,1.0,1.0,0.7367,0.8162,0.7941,0.9319,0.8276,0.0009,2015
958,Amirkabir University of Technology,Iran,0.0307,1.0,1.0,1.0,0.7247,0.9707,0.7941,0.9319,1.0,0.0009,2015
959,Public University of Navarre,Spain,0.1667,1.0,1.0,1.0,0.972,0.8384,1.0,0.9209,0.8,0.0009,2015
960,Federico Santa María Technical University,Chile,0.0132,1.0,1.0,1.0,0.955,0.9313,0.4525,0.9459,0.7402,0.0009,2015
961,Federal University of ABC,Brazil,0.0614,1.0,1.0,1.0,0.9289,0.9313,0.7941,0.9209,1.0,0.0009,2015
962,University of Puerto Rico at Mayagüez,Puerto Rico,0.0,1.0,1.0,1.0,0.998,0.8,0.7941,0.9209,1.0,0.0007,2015
963,Southern Medical University,China,0.3114,1.0,1.0,1.0,0.8008,0.7646,1.0,0.9319,0.8977,0.0007,2015
964,University of Silesia,Poland,0.0351,1.0,1.0,1.0,0.8669,0.8717,0.6289,0.9319,1.0,0.0007,2015
965,Ain Shams University,Egypt,0.0044,1.0,1.0,1.0,0.8749,0.8394,0.6289,0.9319,1.0,0.0007,2015
966,University of Valenciennes and Hainaut-Cambresis,France,0.2018,1.0,1.0,1.0,0.8659,0.9586,0.7941,0.9319,1.0,0.0007,2015
967,Chung Shan Medical University,Taiwan,0.0746,1.0,1.0,1.0,0.7267,0.9818,0.7941,0.9459,1.0,0.0007,2015
968,National University of Colombia,Colombia,0.0044,1.0,0.5495,1.0,0.8709,0.7384,1.0,0.994,0.9885,0.0007,2015
969,South China Agricultural University,China,0.3158,1.0,1.0,1.0,0.8769,0.8182,1.0,0.9319,1.0,0.0007,2015
970,Ibaraki University,Japan,0.3202,1.0,1.0,1.0,0.999,0.4515,0.7941,0.9459,0.6448,0.0007,2015
971,Fu Jen Catholic University,Taiwan,0.0789,1.0,0.7862,1.0,0.984,0.8949,1.0,0.958,0.946,0.0007,2015
972,Hunan Normal University,China,0.3202,1.0,1.0,1.0,0.9229,0.9253,1.0,0.9319,1.0,0.0007,2015
973,Ulsan National Institute of Science and Technology,South Korea,0.1535,1.0,1.0,1.0,0.8799,0.9202,0.7941,0.984,0.4,0.0007,2015
974,Federal University of Santa Maria,Brazil,0.0658,1.0,0.6979,1.0,0.954,0.9828,1.0,0.975,1.0,0.0005,2015
975,Shenzhen University,China,0.3246,1.0,0.7226,1.0,0.976,0.7848,0.7941,0.999,0.3644,0.0005,2015
976,Tianjin Medical University,China,0.3289,1.0,1.0,1.0,0.8849,0.8646,1.0,0.9459,0.9632,0.0005,2015
977,Beijing University of Technology,China,0.3333,1.0,1.0,1.0,0.7798,0.9586,1.0,0.969,0.5874,0.0005,2015
978,University of Reims Champagne-Ardenne,France,0.2061,1.0,1.0,1.0,0.967,0.8919,0.7941,0.958,0.6241,0.0005,2015
979,Yuan Ze University,Taiwan,0.0833,1.0,1.0,1.0,0.9229,0.9929,1.0,0.9459,1.0,0.0005,2015
980,"University of Chemistry and Technology, Prague",Czech Republic,0.0175,1.0,1.0,1.0,0.991,0.8758,1.0,0.9459,0.8931,0.0005,2015
981,University of Limerick,Ireland,0.0307,1.0,0.9329,1.0,0.8919,0.8707,1.0,0.969,0.592,0.0005,2015
982,China Medical University (PRC),China,0.3377,1.0,1.0,1.0,0.8038,0.7556,0.7941,0.958,1.0,0.0004,2015
983,Feng Chia University,Taiwan,0.0877,1.0,0.765,1.0,0.9019,1.0,1.0,0.975,1.0,0.0004,2015
984,Zhejiang University of Technology,China,0.3421,1.0,1.0,1.0,0.8579,1.0,1.0,0.958,0.7713,0.0004,2015
985,Novosibirsk State University,Russia,0.0175,0.4536,1.0,1.0,0.8188,0.8657,0.7941,0.991,1.0,0.0004,2015
986,University of Bucharest,Romania,0.0,0.6448,1.0,1.0,0.8448,0.8111,0.7941,0.975,1.0,0.0004,2015
987,Babeș-Bolyai University,Romania,0.0044,1.0,1.0,1.0,0.8739,0.8626,1.0,0.958,1.0,0.0004,2015
988,Mansoura University,Egypt,0.0088,1.0,1.0,1.0,0.987,0.9778,0.7941,0.958,1.0,0.0004,2015
989,University of Pau and Pays de l'Adour,France,0.2105,1.0,1.0,1.0,0.98,1.0,1.0,0.958,0.9287,0.0004,2015
990,Henan Normal University,China,0.3465,1.0,1.0,1.0,0.959,1.0,1.0,0.958,1.0,0.0004,2015
991,Xidian University,China,0.3509,1.0,0.9558,1.0,0.8298,0.9828,1.0,0.984,0.4977,0.0002,2015
992,Federal University of Bahia,Brazil,0.0702,1.0,0.9523,1.0,0.962,0.8727,0.7941,0.969,0.8885,0.0002,2015
993,Southwest Jiaotong University,China,0.3553,1.0,0.576,1.0,0.9369,0.9707,1.0,0.998,0.9885,0.0002,2015
994,Ryerson University,Canada,0.1404,1.0,1.0,1.0,0.8108,0.9778,0.6289,0.975,0.8678,0.0002,2015
995,King Abdulaziz University,Saudi Arabia,0.0132,1.0,0.7915,1.0,0.5946,0.4333,0.7941,0.994,0.9632,0.0002,2015
996,University of the Algarve,Portugal,0.0263,1.0,1.0,1.0,0.9259,0.8525,1.0,0.969,0.9368,0.0002,2015
997,Alexandria University,Egypt,0.0132,0.6421,0.9982,1.0,0.997,0.9162,0.7941,0.981,1.0,0.0002,2015
998,Federal University of Ceará,Brazil,0.0746,1.0,0.9682,1.0,0.8298,0.8303,1.0,0.975,0.946,0.0002,2015
999,University of A Coruña,Spain,0.1711,1.0,1.0,1.0,0.8859,0.9828,1.0,0.975,0.7471,0.0,2015
1000,China Pharmaceutical University,China,0.3596,1.0,1.0,1.0,0.8609,1.0,1.0,0.981,0.6276,0.0,2015
